Employee_Index,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,DistanceFromHome,BusinessTravel,Education,EducationField,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsSinceLastPromotion,Actual_Attrition,Predicted_Attrition,Attrition_Probability,Risk_Level
431,20,Female,Single,Research & Development,Laboratory Technician,3,27070,1,0,1.0,1.0,29,Travel_Rarely,3,Life Sciences,1.0,1.0,3.0,3,3,11,0,2,0,1,1,0.9,Critical
657,21,Female,Single,Research & Development,Research Scientist,4,53370,2,2,2.0,1.0,20,Travel_Frequently,2,Medical,3.0,1.0,1.0,3,3,14,1,2,2,1,1,0.9,Critical
991,29,Male,Single,Sales,Research Scientist,5,36910,2,2,2.0,1.0,4,Travel_Rarely,3,Marketing,2.0,2.0,3.0,3,3,13,0,3,2,1,1,0.9,Critical
3267,23,Female,Married,Sales,Manufacturing Director,4,45590,0,0,1.0,1.0,2,Travel_Rarely,3,Medical,1.0,3.0,3.0,2,3,18,1,2,0,1,1,0.9,Critical
964,24,Female,Married,Sales,Manager,2,20070,1,0,1.0,1.0,6,Travel_Rarely,2,Medical,3.0,4.0,3.0,2,3,12,0,2,0,1,1,0.9,Critical
4388,33,Male,Married,Sales,Manager,2,51470,9,7,13.0,7.0,1,Travel_Rarely,3,Life Sciences,1.0,1.0,4.0,3,3,11,0,2,1,1,1,0.9,Critical
542,28,Male,Divorced,Research & Development,Manager,2,29760,1,0,1.0,1.0,7,Travel_Frequently,3,Life Sciences,2.0,1.0,3.0,3,3,14,0,3,0,1,1,0.9,Critical
3904,24,Female,Married,Sales,Manager,2,20070,1,0,1.0,1.0,6,Travel_Rarely,2,Medical,3.0,4.0,3.0,2,3,12,0,2,0,1,1,0.9,Critical
3482,28,Male,Divorced,Research & Development,Manager,2,29760,1,0,1.0,1.0,7,Travel_Frequently,3,Life Sciences,2.0,1.0,3.0,3,3,14,0,3,0,1,1,0.9,Critical
3513,31,Female,Married,Sales,Research Director,1,53040,2,2,2.0,1.0,10,Travel_Frequently,3,Technical Degree,3.0,3.0,2.0,4,3,17,0,3,2,1,1,0.9,Critical
1901,20,Female,Single,Research & Development,Laboratory Technician,3,27070,1,0,1.0,1.0,29,Travel_Rarely,3,Life Sciences,1.0,1.0,3.0,3,3,11,0,2,0,1,1,0.9,Critical
555,39,Male,Divorced,Sales,Healthcare Representative,2,67550,18,5,21.0,7.0,1,Travel_Frequently,3,Marketing,4.0,1.0,3.0,3,3,14,1,2,11,1,1,0.9,Critical
4334,41,Male,Single,Research & Development,Laboratory Technician,5,53470,4,2,4.0,1.0,18,Travel_Rarely,4,Life Sciences,2.0,2.0,2.0,3,4,24,1,1,0,1,1,0.9,Critical
2012,28,Male,Divorced,Research & Development,Manager,2,29760,1,0,1.0,1.0,7,Travel_Frequently,3,Life Sciences,2.0,1.0,3.0,3,3,14,0,3,0,1,1,0.9,Critical
2043,31,Female,Married,Sales,Research Director,1,53040,2,2,2.0,1.0,10,Travel_Frequently,3,Technical Degree,3.0,3.0,2.0,4,3,17,0,3,2,1,1,0.9,Critical
1797,23,Female,Married,Sales,Manufacturing Director,4,45590,0,0,1.0,1.0,2,Travel_Rarely,3,Medical,1.0,3.0,3.0,2,3,18,1,2,0,1,1,0.9,Critical
1446,33,Male,Married,Sales,Research Scientist,1,71400,5,4,8.0,5.0,11,Travel_Rarely,4,Marketing,4.0,3.0,1.0,2,4,21,0,2,0,1,1,0.9,Critical
1394,41,Male,Single,Research & Development,Laboratory Technician,5,53470,4,2,4.0,1.0,18,Travel_Rarely,4,Life Sciences,2.0,2.0,2.0,3,4,24,1,1,0,1,1,0.9,Critical
3597,21,Female,Single,Research & Development,Research Scientist,4,53370,2,2,2.0,1.0,20,Travel_Frequently,2,Medical,3.0,1.0,1.0,3,3,14,1,2,2,1,1,0.9,Critical
2127,21,Female,Single,Research & Development,Research Scientist,4,53370,2,2,2.0,1.0,20,Travel_Frequently,2,Medical,3.0,1.0,1.0,3,3,14,1,2,2,1,1,0.9,Critical
2434,24,Female,Married,Sales,Manager,2,20070,1,0,1.0,1.0,6,Travel_Rarely,2,Medical,3.0,4.0,3.0,2,3,12,0,2,0,1,1,0.9,Critical
1312,37,Male,Divorced,Human Resources,Healthcare Representative,2,54840,3,2,7.0,2.0,9,Travel_Rarely,3,Human Resources,1.0,3.0,3.0,3,3,17,0,4,0,1,1,0.9,Critical
2025,39,Male,Divorced,Sales,Healthcare Representative,2,67550,18,5,21.0,7.0,1,Travel_Frequently,3,Marketing,4.0,1.0,3.0,3,3,14,1,2,11,1,1,0.9,Critical
2461,29,Male,Single,Sales,Research Scientist,5,36910,2,2,2.0,1.0,4,Travel_Rarely,3,Marketing,2.0,2.0,3.0,3,3,13,0,3,2,1,1,0.9,Critical
4077,31,Male,Married,Research & Development,Sales Executive,3,70940,10,8,10.0,1.0,2,Travel_Frequently,1,Other,4.0,1.0,3.0,3,3,14,1,2,0,1,1,0.9,Critical
1448,33,Male,Married,Sales,Manager,2,51470,9,7,13.0,7.0,1,Travel_Rarely,3,Life Sciences,1.0,1.0,4.0,3,3,11,0,2,1,1,1,0.9,Critical
2918,33,Male,Married,Sales,Manager,2,51470,9,7,13.0,7.0,1,Travel_Rarely,3,Life Sciences,1.0,1.0,4.0,3,3,11,0,2,1,1,1,0.9,Critical
1569,21,Female,Single,Research & Development,Manufacturing Director,4,178750,3,2,3.0,1.0,9,Travel_Frequently,3,Medical,2.0,1.0,3.0,2,3,12,0,5,1,1,1,0.9,Critical
2916,33,Male,Married,Sales,Research Scientist,1,71400,5,4,8.0,5.0,11,Travel_Rarely,4,Marketing,4.0,3.0,1.0,2,4,21,0,2,0,1,1,0.9,Critical
99,21,Female,Single,Research & Development,Manufacturing Director,4,178750,3,2,3.0,1.0,9,Travel_Frequently,3,Medical,2.0,1.0,3.0,2,3,12,0,5,1,1,1,0.9,Critical
2525,29,Male,Divorced,Research & Development,Manager,1,28530,2,0,4.0,4.0,8,Travel_Rarely,2,Medical,1.0,1.0,3.0,2,3,14,1,5,2,1,1,0.9,Critical
2524,31,Male,Married,Research & Development,Laboratory Technician,3,21680,1,0,2.0,0.0,2,Travel_Rarely,3,Life Sciences,1.0,4.0,3.0,3,3,14,1,2,0,1,1,0.9,Critical
3994,31,Male,Married,Research & Development,Laboratory Technician,3,21680,1,0,2.0,0.0,2,Travel_Rarely,3,Life Sciences,1.0,4.0,3.0,3,3,14,1,2,0,1,1,0.9,Critical
327,23,Female,Married,Sales,Manufacturing Director,4,45590,0,0,1.0,1.0,2,Travel_Rarely,3,Medical,1.0,3.0,3.0,2,3,18,1,2,0,1,1,0.9,Critical
3371,20,Female,Single,Research & Development,Laboratory Technician,3,27070,1,0,1.0,1.0,29,Travel_Rarely,3,Life Sciences,1.0,1.0,3.0,3,3,11,0,2,0,1,1,0.9,Critical
3995,29,Male,Divorced,Research & Development,Manager,1,28530,2,0,4.0,4.0,8,Travel_Rarely,2,Medical,1.0,1.0,3.0,2,3,14,1,5,2,1,1,0.9,Critical
2864,41,Male,Single,Research & Development,Laboratory Technician,5,53470,4,2,4.0,1.0,18,Travel_Rarely,4,Life Sciences,2.0,2.0,2.0,3,4,24,1,1,0,1,1,0.9,Critical
1054,31,Male,Married,Research & Development,Laboratory Technician,3,21680,1,0,2.0,0.0,2,Travel_Rarely,3,Life Sciences,1.0,4.0,3.0,3,3,14,1,2,0,1,1,0.9,Critical
1055,29,Male,Divorced,Research & Development,Manager,1,28530,2,0,4.0,4.0,8,Travel_Rarely,2,Medical,1.0,1.0,3.0,2,3,14,1,5,2,1,1,0.9,Critical
1137,31,Male,Married,Research & Development,Sales Executive,3,70940,10,8,10.0,1.0,2,Travel_Frequently,1,Other,4.0,1.0,3.0,3,3,14,1,2,0,1,1,0.9,Critical
4386,33,Male,Married,Sales,Research Scientist,1,71400,5,4,8.0,5.0,11,Travel_Rarely,4,Marketing,4.0,3.0,1.0,2,4,21,0,2,0,1,1,0.9,Critical
308,47,Male,Single,Research & Development,Research Director,1,27740,5,3,10.0,4.0,4,Travel_Frequently,3,Life Sciences,3.0,2.0,3.0,3,3,13,1,2,1,1,1,0.9,Critical
573,31,Female,Married,Sales,Research Director,1,53040,2,2,2.0,1.0,10,Travel_Frequently,3,Technical Degree,3.0,3.0,2.0,4,3,17,0,3,2,1,1,0.9,Critical
3495,39,Male,Divorced,Sales,Healthcare Representative,2,67550,18,5,21.0,7.0,1,Travel_Frequently,3,Marketing,4.0,1.0,3.0,3,3,14,1,2,11,1,1,0.9,Critical
2607,31,Male,Married,Research & Development,Sales Executive,3,70940,10,8,10.0,1.0,2,Travel_Frequently,1,Other,4.0,1.0,3.0,3,3,14,1,2,0,1,1,0.9,Critical
3931,29,Male,Single,Sales,Research Scientist,5,36910,2,2,2.0,1.0,4,Travel_Rarely,3,Marketing,2.0,2.0,3.0,3,3,13,0,3,2,1,1,0.9,Critical
4368,30,Male,Single,Sales,Healthcare Representative,2,28620,6,1,9.0,5.0,3,Travel_Frequently,2,Medical,1.0,3.0,2.0,2,3,14,0,2,0,1,1,0.89,Critical
4366,30,Female,Single,Research & Development,Research Scientist,2,55620,5,4,8.0,5.0,10,Travel_Rarely,4,Life Sciences,1.0,4.0,3.0,2,3,13,0,3,0,1,1,0.89,Critical
2228,31,Male,Single,Sales,Research Scientist,1,61800,1,0,1.0,1.0,20,Travel_Rarely,3,Technical Degree,2.0,1.0,4.0,1,3,14,1,2,0,1,1,0.89,Critical
3698,31,Male,Single,Sales,Research Scientist,1,61800,1,0,1.0,1.0,20,Travel_Rarely,3,Technical Degree,2.0,1.0,4.0,1,3,14,1,2,0,1,1,0.89,Critical
3121,31,Female,Married,Research & Development,Sales Executive,2,56890,1,0,12.0,3.0,22,Travel_Frequently,2,Medical,3.0,1.0,3.0,2,3,15,2,2,0,1,1,0.89,Critical
411,39,Female,Married,Research & Development,Human Resources,4,66960,2,2,8.0,7.0,10,Travel_Rarely,4,Life Sciences,1.0,4.0,1.0,3,3,11,0,3,2,1,1,0.89,Critical
979,32,Female,Single,Research & Development,Research Director,2,88230,0,0,10.0,6.0,26,Travel_Rarely,3,Medical,2.0,1.0,3.0,3,3,13,2,3,0,1,1,0.89,Critical
181,31,Female,Married,Research & Development,Sales Executive,2,56890,1,0,12.0,3.0,22,Travel_Frequently,2,Medical,3.0,1.0,3.0,2,3,15,2,2,0,1,1,0.89,Critical
3045,33,Female,Single,Human Resources,Manager,5,55610,1,0,1.0,1.0,28,Travel_Rarely,2,Human Resources,3.0,4.0,3.0,1,4,21,1,3,0,1,1,0.89,Critical
1428,30,Male,Single,Sales,Healthcare Representative,2,28620,6,1,9.0,5.0,3,Travel_Frequently,2,Medical,1.0,3.0,2.0,2,3,14,0,2,0,1,1,0.89,Critical
1426,30,Female,Single,Research & Development,Research Scientist,2,55620,5,4,8.0,5.0,10,Travel_Rarely,4,Life Sciences,1.0,4.0,3.0,2,3,13,0,3,0,1,1,0.89,Critical
2896,30,Female,Single,Research & Development,Research Scientist,2,55620,5,4,8.0,5.0,10,Travel_Rarely,4,Life Sciences,1.0,4.0,3.0,2,3,13,0,3,0,1,1,0.89,Critical
105,33,Female,Single,Human Resources,Manager,5,55610,1,0,1.0,1.0,28,Travel_Rarely,2,Human Resources,3.0,4.0,3.0,1,4,21,1,3,0,1,1,0.89,Critical
1575,33,Female,Single,Human Resources,Manager,5,55610,1,0,1.0,1.0,28,Travel_Rarely,2,Human Resources,3.0,4.0,3.0,1,4,21,1,3,0,1,1,0.89,Critical
2449,32,Female,Single,Research & Development,Research Director,2,88230,0,0,10.0,6.0,26,Travel_Rarely,3,Medical,2.0,1.0,3.0,3,3,13,2,3,0,1,1,0.89,Critical
758,31,Male,Single,Sales,Research Scientist,1,61800,1,0,1.0,1.0,20,Travel_Rarely,3,Technical Degree,2.0,1.0,4.0,1,3,14,1,2,0,1,1,0.89,Critical
1651,31,Female,Married,Research & Development,Sales Executive,2,56890,1,0,12.0,3.0,22,Travel_Frequently,2,Medical,3.0,1.0,3.0,2,3,15,2,2,0,1,1,0.89,Critical
3351,39,Female,Married,Research & Development,Human Resources,4,66960,2,2,8.0,7.0,10,Travel_Rarely,4,Life Sciences,1.0,4.0,1.0,3,3,11,0,3,2,1,1,0.89,Critical
4152,41,Female,Single,Research & Development,Research Scientist,1,20990,6,5,8.0,8.0,7,Travel_Rarely,2,Life Sciences,4.0,2.0,1.0,3,3,12,1,2,0,1,1,0.89,Critical
3919,32,Female,Single,Research & Development,Research Director,2,88230,0,0,10.0,6.0,26,Travel_Rarely,3,Medical,2.0,1.0,3.0,3,3,13,2,3,0,1,1,0.89,Critical
2682,41,Female,Single,Research & Development,Research Scientist,1,20990,6,5,8.0,8.0,7,Travel_Rarely,2,Life Sciences,4.0,2.0,1.0,3,3,12,1,2,0,1,1,0.89,Critical
1881,39,Female,Married,Research & Development,Human Resources,4,66960,2,2,8.0,7.0,10,Travel_Rarely,4,Life Sciences,1.0,4.0,1.0,3,3,11,0,3,2,1,1,0.89,Critical
1212,41,Female,Single,Research & Development,Research Scientist,1,20990,6,5,8.0,8.0,7,Travel_Rarely,2,Life Sciences,4.0,2.0,1.0,3,3,12,1,2,0,1,1,0.89,Critical
531,44,Female,Married,Research & Development,Sales Executive,2,21190,20,6,24.0,9.0,18,Travel_Rarely,4,Life Sciences,1.0,2.0,3.0,3,3,15,0,3,3,1,1,0.88,Critical
534,33,Female,Single,Research & Development,Sales Executive,1,62140,13,8,14.0,1.0,1,Travel_Frequently,2,Life Sciences,3.0,1.0,3.0,3,3,19,2,3,3,1,1,0.88,Critical
1907,37,Female,Married,Sales,Human Resources,3,30720,14,7,17.0,5.0,10,Travel_Rarely,4,Marketing,3.0,1.0,1.0,2,3,14,0,3,11,1,1,0.88,Critical
3474,33,Female,Single,Research & Development,Sales Executive,1,62140,13,8,14.0,1.0,1,Travel_Frequently,2,Life Sciences,3.0,1.0,3.0,3,3,19,2,3,3,1,1,0.88,Critical
3471,44,Female,Married,Research & Development,Sales Executive,2,21190,20,6,24.0,9.0,18,Travel_Rarely,4,Life Sciences,1.0,2.0,3.0,3,3,15,0,3,3,1,1,0.88,Critical
1879,41,Female,Divorced,Research & Development,Sales Executive,2,26570,7,0,10.0,4.0,23,Travel_Rarely,3,Life Sciences,4.0,2.0,2.0,4,3,11,0,3,1,1,1,0.88,Critical
3377,37,Female,Married,Sales,Human Resources,3,30720,14,7,17.0,5.0,10,Travel_Rarely,4,Marketing,3.0,1.0,1.0,2,3,14,0,3,11,1,1,0.88,Critical
2001,44,Female,Married,Research & Development,Sales Executive,2,21190,20,6,24.0,9.0,18,Travel_Rarely,4,Life Sciences,1.0,2.0,3.0,3,3,15,0,3,3,1,1,0.88,Critical
1647,33,Female,Married,Research & Development,Research Director,4,67280,7,7,15.0,7.0,10,Travel_Rarely,3,Life Sciences,3.0,2.0,4.0,2,4,22,0,2,7,1,1,0.88,Critical
2379,35,Male,Divorced,Research & Development,Manager,2,173990,2,2,7.0,6.0,9,Travel_Rarely,3,Life Sciences,4.0,3.0,2.0,1,3,12,0,3,2,1,1,0.88,Critical
409,41,Female,Divorced,Research & Development,Sales Executive,2,26570,7,0,10.0,4.0,23,Travel_Rarely,3,Life Sciences,4.0,2.0,2.0,4,3,11,0,3,1,1,1,0.88,Critical
3689,29,Female,Single,Sales,Laboratory Technician,2,68110,8,7,9.0,0.0,3,Travel_Frequently,2,Marketing,4.0,3.0,3.0,3,3,15,1,2,7,1,1,0.88,Critical
3117,33,Female,Married,Research & Development,Research Director,4,67280,7,7,15.0,7.0,10,Travel_Rarely,3,Life Sciences,3.0,2.0,4.0,2,4,22,0,2,7,1,1,0.88,Critical
2219,29,Female,Single,Sales,Laboratory Technician,2,68110,8,7,9.0,0.0,3,Travel_Frequently,2,Marketing,4.0,3.0,3.0,3,3,15,1,2,7,1,1,0.88,Critical
909,35,Male,Divorced,Research & Development,Manager,2,173990,2,2,7.0,6.0,9,Travel_Rarely,3,Life Sciences,4.0,3.0,2.0,1,3,12,0,3,2,1,1,0.88,Critical
437,37,Female,Married,Sales,Human Resources,3,30720,14,7,17.0,5.0,10,Travel_Rarely,4,Marketing,3.0,1.0,1.0,2,3,14,0,3,11,1,1,0.88,Critical
177,33,Female,Married,Research & Development,Research Director,4,67280,7,7,15.0,7.0,10,Travel_Rarely,3,Life Sciences,3.0,2.0,4.0,2,4,22,0,2,7,1,1,0.88,Critical
1483,47,Male,Married,Research & Development,Research Scientist,1,57620,10,9,10.0,1.0,1,Non-Travel,1,Medical,2.0,1.0,2.0,2,3,11,2,4,9,1,1,0.88,Critical
2953,47,Male,Married,Research & Development,Research Scientist,1,57620,10,9,10.0,1.0,1,Non-Travel,1,Medical,2.0,1.0,2.0,2,3,11,2,4,9,1,1,0.88,Critical
2004,33,Female,Single,Research & Development,Sales Executive,1,62140,13,8,14.0,1.0,1,Travel_Frequently,2,Life Sciences,3.0,1.0,3.0,3,3,19,2,3,3,1,1,0.88,Critical
749,29,Female,Single,Sales,Laboratory Technician,2,68110,8,7,9.0,0.0,3,Travel_Frequently,2,Marketing,4.0,3.0,3.0,3,3,15,1,2,7,1,1,0.88,Critical
3349,41,Female,Divorced,Research & Development,Sales Executive,2,26570,7,0,10.0,4.0,23,Travel_Rarely,3,Life Sciences,4.0,2.0,2.0,4,3,11,0,3,1,1,1,0.88,Critical
13,47,Male,Married,Research & Development,Research Scientist,1,57620,10,9,10.0,1.0,1,Non-Travel,1,Medical,2.0,1.0,2.0,2,3,11,2,4,9,1,1,0.88,Critical
727,31,Male,Married,Research & Development,Sales Executive,2,49600,10,7,10.0,1.0,15,Travel_Rarely,2,Life Sciences,3.0,4.0,2.0,2,3,15,0,3,6,1,1,0.87,Critical
723,35,Male,Married,Research & Development,Manufacturing Director,1,67960,4,2,5.0,0.0,1,Travel_Frequently,2,Medical,3.0,4.0,2.0,3,3,13,0,2,3,1,1,0.87,Critical
3868,35,Male,Single,Research & Development,Research Director,1,54720,11,7,13.0,3.0,17,Travel_Frequently,4,Medical,4.0,4.0,4.0,2,3,11,1,3,6,1,1,0.87,Critical
3939,31,Male,Married,Human Resources,Laboratory Technician,2,168850,1,0,10.0,2.0,9,Travel_Rarely,4,Human Resources,3.0,1.0,3.0,3,3,14,2,2,0,1,1,0.87,Critical
1578,41,Female,Single,Research & Development,Research Scientist,1,28100,8,7,8.0,1.0,16,Travel_Frequently,1,Medical,2.0,1.0,3.0,4,3,11,0,3,7,1,1,0.87,Critical
108,41,Female,Single,Research & Development,Research Scientist,1,28100,8,7,8.0,1.0,16,Travel_Frequently,1,Medical,2.0,1.0,3.0,4,3,11,0,3,7,1,1,0.87,Critical
2469,31,Male,Married,Human Resources,Laboratory Technician,2,168850,1,0,10.0,2.0,9,Travel_Rarely,4,Human Resources,3.0,1.0,3.0,3,3,14,2,2,0,1,1,0.87,Critical
853,53,Male,Married,Research & Development,Manager,2,25590,33,9,34.0,0.0,19,Travel_Rarely,3,Life Sciences,4.0,3.0,3.0,3,4,25,0,2,1,1,1,0.87,Critical
2398,35,Male,Single,Research & Development,Research Director,1,54720,11,7,13.0,3.0,17,Travel_Frequently,4,Medical,4.0,4.0,4.0,2,3,11,1,3,6,1,1,0.87,Critical
2323,53,Male,Married,Research & Development,Manager,2,25590,33,9,34.0,0.0,19,Travel_Rarely,3,Life Sciences,4.0,3.0,3.0,3,4,25,0,2,1,1,1,0.87,Critical
3048,41,Female,Single,Research & Development,Research Scientist,1,28100,8,7,8.0,1.0,16,Travel_Frequently,1,Medical,2.0,1.0,3.0,4,3,11,0,3,7,1,1,0.87,Critical
3667,31,Male,Married,Research & Development,Sales Executive,2,49600,10,7,10.0,1.0,15,Travel_Rarely,2,Life Sciences,3.0,4.0,2.0,2,3,15,0,3,6,1,1,0.87,Critical
2197,31,Male,Married,Research & Development,Sales Executive,2,49600,10,7,10.0,1.0,15,Travel_Rarely,2,Life Sciences,3.0,4.0,2.0,2,3,15,0,3,6,1,1,0.87,Critical
2193,35,Male,Married,Research & Development,Manufacturing Director,1,67960,4,2,5.0,0.0,1,Travel_Frequently,2,Medical,3.0,4.0,2.0,3,3,13,0,2,3,1,1,0.87,Critical
928,35,Male,Single,Research & Development,Research Director,1,54720,11,7,13.0,3.0,17,Travel_Frequently,4,Medical,4.0,4.0,4.0,2,3,11,1,3,6,1,1,0.87,Critical
3793,53,Male,Married,Research & Development,Manager,2,25590,33,9,34.0,0.0,19,Travel_Rarely,3,Life Sciences,4.0,3.0,3.0,3,4,25,0,2,1,1,1,0.87,Critical
3663,35,Male,Married,Research & Development,Manufacturing Director,1,67960,4,2,5.0,0.0,1,Travel_Frequently,2,Medical,3.0,4.0,2.0,3,3,13,0,2,3,1,1,0.87,Critical
999,31,Male,Married,Human Resources,Laboratory Technician,2,168850,1,0,10.0,2.0,9,Travel_Rarely,4,Human Resources,3.0,1.0,3.0,3,3,14,2,2,0,1,1,0.87,Critical
1281,36,Male,Married,Sales,Laboratory Technician,4,144110,1,0,2.0,0.0,7,Travel_Rarely,2,Life Sciences,3.0,4.0,2.0,4,3,18,3,2,0,1,1,0.86,Critical
2493,35,Male,Single,Research & Development,Research Scientist,2,19040,10,7,10.0,1.0,15,Travel_Rarely,4,Life Sciences,4.0,3.0,3.0,3,4,22,1,4,7,1,1,0.86,Critical
854,38,Female,Married,Research & Development,Sales Executive,3,49080,5,4,7.0,4.0,2,Travel_Rarely,3,Medical,2.0,3.0,3.0,2,3,19,1,3,1,1,1,0.86,Critical
2751,36,Male,Married,Sales,Laboratory Technician,4,144110,1,0,2.0,0.0,7,Travel_Rarely,2,Life Sciences,3.0,4.0,2.0,4,3,18,3,2,0,1,1,0.86,Critical
2324,38,Female,Married,Research & Development,Sales Executive,3,49080,5,4,7.0,4.0,2,Travel_Rarely,3,Medical,2.0,3.0,3.0,2,3,19,1,3,1,1,1,0.86,Critical
3963,35,Male,Single,Research & Development,Research Scientist,2,19040,10,7,10.0,1.0,15,Travel_Rarely,4,Life Sciences,4.0,3.0,3.0,3,4,22,1,4,7,1,1,0.86,Critical
852,35,Female,Divorced,Research & Development,Research Scientist,1,25320,1,0,1.0,1.0,2,Travel_Rarely,3,Medical,1.0,1.0,3.0,1,3,13,0,2,0,1,1,0.86,Critical
2706,34,Female,Single,Sales,Research Scientist,2,84630,4,3,8.0,2.0,15,Travel_Rarely,2,Marketing,1.0,2.0,3.0,1,3,13,0,2,1,1,1,0.86,Critical
3794,38,Female,Married,Research & Development,Sales Executive,3,49080,5,4,7.0,4.0,2,Travel_Rarely,3,Medical,2.0,3.0,3.0,2,3,19,1,3,1,1,1,0.86,Critical
1236,34,Female,Single,Sales,Research Scientist,2,84630,4,3,8.0,2.0,15,Travel_Rarely,2,Marketing,1.0,2.0,3.0,1,3,13,0,2,1,1,1,0.86,Critical
4221,36,Male,Married,Sales,Laboratory Technician,4,144110,1,0,2.0,0.0,7,Travel_Rarely,2,Life Sciences,3.0,4.0,2.0,4,3,18,3,2,0,1,1,0.86,Critical
1023,35,Male,Single,Research & Development,Research Scientist,2,19040,10,7,10.0,1.0,15,Travel_Rarely,4,Life Sciences,4.0,3.0,3.0,3,4,22,1,4,7,1,1,0.86,Critical
3792,35,Female,Divorced,Research & Development,Research Scientist,1,25320,1,0,1.0,1.0,2,Travel_Rarely,3,Medical,1.0,1.0,3.0,1,3,13,0,2,0,1,1,0.86,Critical
4176,34,Female,Single,Sales,Research Scientist,2,84630,4,3,8.0,2.0,15,Travel_Rarely,2,Marketing,1.0,2.0,3.0,1,3,13,0,2,1,1,1,0.86,Critical
2322,35,Female,Divorced,Research & Development,Research Scientist,1,25320,1,0,1.0,1.0,2,Travel_Rarely,3,Medical,1.0,1.0,3.0,1,3,13,0,2,0,1,1,0.86,Critical
69,39,Female,Married,Research & Development,Laboratory Technician,1,42840,1,0,12.0,4.0,1,Travel_Rarely,1,Medical,3.0,4.0,2.0,3,3,17,1,0,0,1,1,0.85,Critical
237,27,Male,Divorced,Sales,Research Scientist,2,22930,4,2,5.0,0.0,27,Travel_Rarely,3,Life Sciences,1.0,3.0,3.0,3,3,18,0,0,0,1,1,0.85,Critical
2696,28,Male,Single,Research & Development,Research Director,5,100960,4,3,6.0,2.0,1,Travel_Rarely,4,Life Sciences,3.0,3.0,3.0,3,3,13,0,2,0,1,1,0.85,Critical
1740,50,Male,Married,Research & Development,Sales Representative,4,44240,4,3,18.0,3.0,4,Travel_Frequently,2,Medical,3.0,2.0,3.0,2,3,14,1,2,1,1,1,0.85,Critical
3177,27,Male,Divorced,Sales,Research Scientist,2,22930,4,2,5.0,0.0,27,Travel_Rarely,3,Life Sciences,1.0,3.0,3.0,3,3,18,0,0,0,1,1,0.85,Critical
3210,50,Male,Married,Research & Development,Sales Representative,4,44240,4,3,18.0,3.0,4,Travel_Frequently,2,Medical,3.0,2.0,3.0,2,3,14,1,2,1,1,1,0.85,Critical
1707,27,Male,Divorced,Sales,Research Scientist,2,22930,4,2,5.0,0.0,27,Travel_Rarely,3,Life Sciences,1.0,3.0,3.0,3,3,18,0,0,0,1,1,0.85,Critical
3009,39,Female,Married,Research & Development,Laboratory Technician,1,42840,1,0,12.0,4.0,1,Travel_Rarely,1,Medical,3.0,4.0,2.0,3,3,17,1,0,0,1,1,0.85,Critical
2413,23,Female,Single,Human Resources,Laboratory Technician,3,49690,5,2,5.0,1.0,6,Travel_Rarely,3,Life Sciences,3.0,4.0,3.0,3,3,12,0,3,1,1,1,0.85,Critical
1539,39,Female,Married,Research & Development,Laboratory Technician,1,42840,1,0,12.0,4.0,1,Travel_Rarely,1,Medical,3.0,4.0,2.0,3,3,17,1,0,0,1,1,0.85,Critical
943,23,Female,Single,Human Resources,Laboratory Technician,3,49690,5,2,5.0,1.0,6,Travel_Rarely,3,Life Sciences,3.0,4.0,3.0,3,3,12,0,3,1,1,1,0.85,Critical
270,50,Male,Married,Research & Development,Sales Representative,4,44240,4,3,18.0,3.0,4,Travel_Frequently,2,Medical,3.0,2.0,3.0,2,3,14,1,2,1,1,1,0.85,Critical
3883,23,Female,Single,Human Resources,Laboratory Technician,3,49690,5,2,5.0,1.0,6,Travel_Rarely,3,Life Sciences,3.0,4.0,3.0,3,3,12,0,3,1,1,1,0.85,Critical
3739,29,Female,Single,Research & Development,Research Scientist,5,44340,5,0,7.0,5.0,28,Travel_Frequently,3,Medical,2.0,1.0,1.0,3,3,17,3,1,0,1,1,0.84,Critical
2269,29,Female,Single,Research & Development,Research Scientist,5,44340,5,0,7.0,5.0,28,Travel_Frequently,3,Medical,2.0,1.0,1.0,3,3,17,3,1,0,1,1,0.84,Critical
3431,52,Female,Married,Research & Development,Human Resources,4,14200,32,9,33.0,1.0,5,Travel_Rarely,4,Medical,4.0,1.0,3.0,4,3,13,1,2,6,1,1,0.83,Critical
1961,52,Female,Married,Research & Development,Human Resources,4,14200,32,9,33.0,1.0,5,Travel_Rarely,4,Medical,4.0,1.0,3.0,4,3,13,1,2,6,1,1,0.83,Critical
491,52,Female,Married,Research & Development,Human Resources,4,14200,32,9,33.0,1.0,5,Travel_Rarely,4,Medical,4.0,1.0,3.0,4,3,13,1,2,6,1,1,0.83,Critical
1648,33,Male,Divorced,Sales,Research Director,2,66520,4,3,8.0,7.0,5,Travel_Rarely,4,Marketing,4.0,1.0,3.0,3,4,25,0,5,1,1,1,0.83,Critical
178,33,Male,Divorced,Sales,Research Director,2,66520,4,3,8.0,7.0,5,Travel_Rarely,4,Marketing,4.0,1.0,3.0,3,4,25,0,5,1,1,1,0.83,Critical
