Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
42,0,Travel_Rarely,Research & Development,10,3,Technical Degree,1240,Male,2,Laboratory Technician,Married,66510,0.0,20,0,10.0,5,9,4,2,2,4,3.0,2.0,3.0
44,0,Travel_Rarely,Research & Development,3,1,Life Sciences,1241,Female,1,Manufacturing Director,Married,23450,3.0,15,2,24.0,0,22,5,17,3,3,1.0,4.0,3.0
46,0,Travel_Rarely,Sales,2,3,Life Sciences,1242,Female,1,Research Scientist,Single,34200,3.0,13,2,22.0,3,2,2,1,1,3,2.0,1.0,2.0
33,0,Travel_Rarely,Sales,3,3,Medical,1243,Male,1,Manufacturing Director,Single,43730,4.0,14,0,7.0,3,1,0,0,3,3,3.0,4.0,3.0
44,0,Travel_Rarely,Human Resources,26,3,Life Sciences,1244,Male,5,Healthcare Representative,Married,47590,2.0,21,0,9.0,2,4,1,3,3,4,4.0,4.0,4.0
30,0,Travel_Rarely,Research & Development,1,4,Technical Degree,1245,Female,1,Research Scientist,Single,53010,1.0,16,1,10.0,3,10,1,8,3,3,4.0,3.0,3.0
39,1,Travel_Rarely,Human Resources,1,4,Medical,1246,Male,1,Sales Executive,Married,36730,3.0,14,1,19.0,3,1,0,0,3,3,4.0,4.0,4.0
24,1,Travel_Rarely,Human Resources,2,5,Human Resources,1247,Male,3,Sales Executive,Married,47680,2.0,11,1,6.0,2,2,2,0,2,3,2.0,4.0,2.0
43,0,Travel_Rarely,Sales,9,5,Technical Degree,1248,Female,1,Research Director,Divorced,12740,1.0,19,0,6.0,3,5,1,4,2,3,4.0,3.0,2.0
50,1,Travel_Rarely,Research & Development,12,4,Medical,1249,Male,1,Research Director,Married,49000,1.0,11,0,3.0,3,3,0,2,2,3,1.0,3.0,3.0
35,0,Travel_Rarely,Sales,2,4,Marketing,1250,Male,3,Manufacturing Director,Married,104660,1.0,13,0,2.0,1,2,2,2,3,3,4.0,4.0,3.0
36,0,Travel_Rarely,Research & Development,25,1,Life Sciences,1251,Female,4,Sales Executive,Married,170070,9.0,12,1,6.0,2,1,0,0,2,3,2.0,1.0,4.0
33,0,Travel_Frequently,Sales,9,2,Marketing,1252,Male,4,Human Resources,Married,29090,2.0,11,0,10.0,2,5,1,3,2,3,3.0,1.0,3.0
35,0,Travel_Rarely,Research & Development,10,1,Medical,1253,Male,1,Research Scientist,Divorced,57650,1.0,14,1,1.0,2,1,0,0,3,3,3.0,4.0,3.0
27,0,Travel_Rarely,Sales,8,2,Marketing,1254,Female,3,Research Scientist,Divorced,45990,1.0,15,1,1.0,3,1,0,0,2,3,4.0,1.0,3.0
26,1,Travel_Rarely,Sales,4,3,Marketing,1255,Male,2,Manager,Single,24040,1.0,12,0,1.0,6,1,0,1,3,3,1.0,3.0,2.0
27,0,Travel_Frequently,Sales,24,3,Life Sciences,1256,Male,4,Healthcare Representative,Single,31720,1.0,20,1,9.0,1,9,1,7,3,4,4.0,3.0,3.0
30,0,Travel_Frequently,Research & Development,1,4,Medical,1257,Male,1,Research Scientist,Single,20330,1.0,14,1,12.0,3,12,3,7,1,3,3.0,4.0,3.0
41,1,Travel_Rarely,Sales,20,4,Marketing,1258,Male,2,Sales Executive,Married,102090,1.0,13,1,23.0,2,22,15,8,3,3,2.0,3.0,3.0
34,0,Non-Travel,Research & Development,7,2,Technical Degree,1259,Female,1,Research Scientist,Single,86200,0.0,13,1,10.0,2,9,8,7,2,3,2.0,3.0,3.0
37,0,Travel_Rarely,Research & Development,17,3,Life Sciences,1260,Female,3,Sales Executive,Married,20640,4.0,16,0,8.0,3,1,0,0,2,3,2.0,2.0,3.0
46,0,Travel_Frequently,Research & Development,20,3,Technical Degree,1261,Male,3,Sales Executive,Single,40350,4.0,14,1,14.0,2,9,0,8,3,3,1.0,4.0,3.0
35,0,Travel_Rarely,Research & Development,8,4,Medical,1262,Female,3,Research Scientist,Married,38380,1.0,16,1,1.0,2,1,0,1,3,3,4.0,4.0,3.0
48,1,Travel_Rarely,Research & Development,2,4,Technical Degree,1263,Female,1,Sales Executive,Single,45910,9.0,16,0,23.0,6,1,0,0,1,3,1.0,3.0,3.0
28,1,Travel_Rarely,Research & Development,10,1,Medical,1264,Male,1,Sales Executive,Single,25610,1.0,22,1,2.0,3,2,2,2,3,4,3.0,3.0,2.0
44,0,Travel_Rarely,Research & Development,1,1,Medical,1265,Female,3,Research Scientist,Divorced,15630,5.0,12,2,9.0,3,4,1,3,3,3,2.0,1.0,2.0
35,0,Non-Travel,Research & Development,5,4,Technical Degree,1266,Female,3,Manufacturing Director,Married,48980,2.0,15,2,10.0,2,4,2,3,3,3,3.0,1.0,3.0
26,0,Travel_Rarely,Research & Development,4,4,Life Sciences,1267,Female,3,Sales Executive,Married,47890,7.0,20,1,5.0,2,2,0,0,3,4,3.0,4.0,2.0
33,0,Travel_Frequently,Sales,29,4,Life Sciences,1268,Female,1,Human Resources,Single,31800,1.0,14,1,15.0,2,15,8,12,3,3,1.0,4.0,3.0
35,0,Travel_Frequently,Research & Development,15,3,Medical,1269,Male,3,Manufacturing Director,Married,65490,1.0,20,0,9.0,3,9,1,8,3,4,2.0,1.0,2.0
35,0,Travel_Rarely,Human Resources,3,2,Life Sciences,1270,Female,1,Laboratory Technician,Married,63880,3.0,13,0,4.0,6,2,2,2,2,3,3.0,1.0,3.0
31,0,Travel_Rarely,Sales,10,2,Life Sciences,1271,Female,2,Research Scientist,Divorced,112440,3.0,12,1,10.0,3,7,1,7,3,3,4.0,4.0,2.0
37,0,Travel_Rarely,Sales,4,3,Marketing,1272,Male,4,Human Resources,Divorced,160320,1.0,13,0,7.0,2,7,0,7,3,3,1.0,3.0,4.0
32,0,Travel_Rarely,Research & Development,21,3,Other,1273,Male,2,Sales Executive,Married,23620,1.0,11,0,9.0,2,9,7,8,3,3,1.0,4.0,3.0
38,0,Travel_Frequently,Research & Development,25,3,Medical,1274,Male,2,Manufacturing Director,Single,163280,1.0,17,3,10.0,2,10,9,9,3,3,4.0,4.0,3.0
50,0,Travel_Rarely,Sales,2,4,Marketing,1275,Female,4,Research Scientist,Divorced,83760,5.0,14,3,29.0,2,27,13,8,3,3,2.0,3.0,2.0
59,0,Travel_Rarely,Research & Development,1,3,Technical Degree,1276,Male,1,Laboratory Technician,Single,166060,7.0,11,0,28.0,6,21,7,9,3,3,1.0,1.0,2.0
36,0,Travel_Rarely,Sales,1,2,Marketing,1277,Female,2,Sales Executive,Divorced,86060,1.0,14,2,17.0,3,17,12,8,3,3,3.0,3.0,3.0
55,0,Travel_Rarely,Research & Development,7,3,Medical,1278,Male,3,Research Scientist,Divorced,22720,2.0,17,1,21.0,2,5,0,2,3,3,4.0,3.0,3.0
36,0,Travel_Frequently,Research & Development,3,3,Life Sciences,1279,Female,2,Laboratory Technician,Single,20180,1.0,13,0,6.0,5,6,0,3,3,3,2.0,2.0,3.0
45,0,Travel_Rarely,Research & Development,1,2,Medical,1280,Female,1,Sales Executive,Divorced,70830,2.0,12,1,25.0,5,1,0,0,3,3,2.0,1.0,3.0
35,0,Travel_Frequently,Human Resources,9,3,Other,1281,Female,2,Sales Representative,Married,40840,4.0,13,1,5.0,3,3,1,2,3,3,2.0,1.0,2.0
36,1,Travel_Rarely,Sales,7,2,Life Sciences,1282,Male,4,Laboratory Technician,Married,144110,0.0,18,3,2.0,2,1,0,0,4,3,4.0,3.0,2.0
59,0,Travel_Frequently,Research & Development,10,4,Life Sciences,1283,Male,3,Research Scientist,Single,23080,7.0,19,1,20.0,4,4,1,3,2,3,1.0,3.0,2.0
29,0,Travel_Rarely,Research & Development,28,4,Life Sciences,1284,Female,1,Sales Representative,Married,48410,0.0,11,0,6.0,3,5,0,4,3,3,3.0,2.0,3.0
31,0,Travel_Rarely,Research & Development,3,2,Medical,1285,Female,3,Sales Executive,Single,42850,1.0,21,1,1.0,2,1,1,0,1,4,3.0,2.0,3.0
32,0,Travel_Rarely,Sales,3,4,Life Sciences,1286,Male,2,Manufacturing Director,Married,97150,1.0,15,1,10.0,1,10,0,9,2,3,2.0,2.0,3.0
36,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1287,Male,2,Sales Representative,Married,43200,3.0,17,0,5.0,2,1,0,0,3,3,2.0,4.0,3.0
31,0,Travel_Rarely,Research & Development,27,3,Medical,1288,Female,2,Research Director,Single,21320,1.0,18,0,11.0,3,11,1,8,3,3,3.0,4.0,3.0
35,0,Travel_Rarely,Research & Development,2,4,Medical,1289,Male,2,Healthcare Representative,Single,101240,0.0,14,1,16.0,2,15,2,8,4,3,3.0,1.0,3.0
45,0,Travel_Rarely,Human Resources,14,3,Human Resources,1290,Female,1,Sales Executive,Married,54730,4.0,13,0,17.0,3,0,0,0,1,3,4.0,1.0,4.0
37,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1291,Female,3,Sales Executive,Single,52070,4.0,17,3,16.0,3,5,0,2,3,3,1.0,3.0,4.0
46,0,Travel_Rarely,Research & Development,9,3,Medical,1292,Male,3,Manager,Divorced,164370,8.0,15,1,16.0,0,4,0,2,3,3,2.0,2.0,3.0
30,0,Travel_Rarely,Sales,18,3,Life Sciences,1293,Male,4,Human Resources,Married,22960,1.0,18,1,10.0,2,10,3,0,3,3,4.0,4.0,2.0
35,0,Travel_Rarely,Research & Development,20,4,Life Sciences,1294,Female,3,Human Resources,Single,40690,1.0,13,0,6.0,5,6,0,4,3,3,2.0,3.0,3.0
55,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1295,Female,2,Laboratory Technician,Married,74410,3.0,12,1,24.0,4,1,1,0,3,3,1.0,4.0,3.0
38,0,Non-Travel,Sales,11,1,Marketing,1296,Male,2,Laboratory Technician,Divorced,24300,7.0,13,2,17.0,2,13,1,9,4,3,2.0,4.0,3.0
34,0,Travel_Rarely,Research & Development,8,2,Medical,1297,Male,1,Research Scientist,Married,58780,1.0,14,0,5.0,1,5,1,3,3,3,1.0,2.0,3.0
56,0,Travel_Rarely,Human Resources,2,1,Medical,1298,Male,2,Sales Executive,Single,26440,4.0,11,1,37.0,2,6,0,2,3,3,4.0,4.0,2.0
23,0,Travel_Rarely,Research & Development,10,3,Medical,1299,Male,2,Laboratory Technician,Divorced,64390,3.0,22,3,3.0,2,0,0,0,3,4,3.0,1.0,3.0
51,0,Travel_Rarely,Research & Development,29,4,Life Sciences,1300,Female,5,Manufacturing Director,Married,24510,3.0,17,0,10.0,2,4,0,3,2,3,4.0,4.0,3.0
30,0,Travel_Rarely,Sales,8,2,Technical Degree,1301,Male,1,Sales Representative,Married,63920,1.0,21,1,11.0,2,11,10,8,4,4,3.0,4.0,3.0
46,1,Travel_Rarely,Sales,1,2,Medical,1302,Female,2,Research Scientist,Single,97140,1.0,22,0,9.0,0,9,4,7,3,4,3.0,4.0,3.0
40,0,Travel_Frequently,Research & Development,6,3,Medical,1303,Male,1,Healthcare Representative,Married,60770,1.0,16,2,22.0,2,22,11,11,2,3,3.0,2.0,2.0
51,0,Travel_Rarely,Research & Development,8,4,Life Sciences,1304,Female,5,Sales Representative,Single,24500,0.0,12,1,11.0,2,10,1,0,3,3,3.0,4.0,1.0
30,0,Travel_Rarely,Research & Development,9,3,Life Sciences,1305,Male,1,Manufacturing Director,Divorced,92500,1.0,12,3,11.0,0,11,2,7,3,3,3.0,2.0,2.0
46,0,Travel_Frequently,Research & Development,12,1,Medical,1306,Male,1,Laboratory Technician,Married,20740,2.0,15,1,21.0,3,10,9,5,3,3,3.0,1.0,2.0
32,0,Travel_Rarely,Sales,15,3,Marketing,1307,Male,1,Research Scientist,Single,101690,1.0,14,0,12.0,6,11,5,7,2,3,2.0,3.0,3.0
54,0,Travel_Rarely,Research & Development,25,1,Medical,1308,Female,1,Laboratory Technician,Married,48550,9.0,25,1,16.0,2,4,0,3,2,4,1.0,3.0,1.0
24,0,Travel_Rarely,Sales,6,2,Marketing,1309,Male,2,Research Scientist,Married,40870,0.0,20,3,4.0,1,3,0,2,3,4,1.0,3.0,2.0
28,0,Non-Travel,Sales,9,4,Medical,1310,Male,2,Laboratory Technician,Married,23670,1.0,13,0,5.0,2,5,0,4,2,3,2.0,3.0,4.0
58,0,Travel_Rarely,Research & Development,8,4,Life Sciences,1311,Male,2,Sales Executive,Single,29720,0.0,14,0,38.0,2,37,1,8,4,3,4.0,3.0,2.0
44,0,Non-Travel,Research & Development,23,2,Medical,1312,Female,1,Research Scientist,Married,195860,4.0,16,0,17.0,3,3,1,2,2,3,2.0,2.0,4.0
37,1,Travel_Rarely,Human Resources,9,3,Human Resources,1313,Male,2,Healthcare Representative,Divorced,54840,2.0,17,0,7.0,4,3,0,2,3,3,3.0,1.0,3.0
32,0,Travel_Rarely,Human Resources,12,2,Human Resources,1314,Female,1,Sales Representative,Single,20610,1.0,15,1,1.0,2,1,0,0,2,3,4.0,1.0,3.0
20,1,Travel_Frequently,Sales,4,4,Life Sciences,1315,Female,2,Healthcare Representative,Single,99240,1.0,22,0,1.0,3,1,1,0,3,4,4.0,4.0,3.0
34,0,Travel_Rarely,Research & Development,1,4,Other,1316,Male,4,Laboratory Technician,Single,41980,1.0,22,1,16.0,2,16,2,10,2,4,1.0,3.0,3.0
37,0,Non-Travel,Sales,24,2,Life Sciences,1317,Male,1,Research Scientist,Divorced,68150,5.0,20,1,17.0,3,1,0,0,3,4,3.0,4.0,4.0
59,0,Non-Travel,Research & Development,12,2,Life Sciences,1318,Male,2,Sales Executive,Married,47230,9.0,14,0,30.0,0,3,2,2,3,3,3.0,4.0,3.0
50,0,Travel_Frequently,Research & Development,3,4,Medical,1319,Male,4,Research Scientist,Married,61420,3.0,13,2,28.0,3,8,0,7,2,3,1.0,2.0,2.0
25,1,Travel_Rarely,Sales,10,1,Marketing,1320,Male,2,Research Director,Single,82370,1.0,13,0,6.0,6,6,0,3,2,3,3.0,3.0,3.0
25,0,Travel_Rarely,Research & Development,26,3,Technical Degree,1321,Male,1,Laboratory Technician,Married,88530,1.0,22,1,2.0,3,2,2,1,3,4,4.0,4.0,3.0
22,0,Travel_Rarely,Research & Development,2,1,Life Sciences,1322,Male,1,Sales Representative,Single,193310,1.0,12,1,1.0,2,0,0,0,3,3,2.0,4.0,3.0
51,0,Travel_Frequently,Research & Development,1,3,Life Sciences,1323,Female,1,Sales Executive,Single,20730,3.0,14,1,23.0,4,13,12,8,3,3,1.0,1.0,2.0
34,1,Travel_Frequently,Human Resources,4,4,Life Sciences,1324,Female,5,Sales Executive,Single,55620,1.0,15,0,9.0,3,9,0,6,3,3,1.0,3.0,3.0
54,0,Non-Travel,Research & Development,9,3,Life Sciences,1325,Male,1,Laboratory Technician,Single,196130,2.0,17,0,23.0,5,5,4,4,3,3,4.0,4.0,3.0
24,0,Travel_Rarely,Research & Development,2,1,Life Sciences,1326,Male,2,Laboratory Technician,Married,34070,0.0,13,1,6.0,4,5,1,2,3,3,2.0,3.0,3.0
34,0,Travel_Rarely,Sales,4,3,Marketing,1327,Female,2,Sales Representative,Divorced,50630,6.0,12,1,12.0,2,1,0,0,3,3,3.0,2.0,3.0
37,0,Travel_Rarely,Sales,6,1,Technical Degree,1328,Male,1,Laboratory Technician,Single,46390,2.0,12,2,12.0,3,5,1,3,3,3,3.0,4.0,3.0
34,0,Travel_Rarely,Sales,9,2,Medical,1329,Male,2,Healthcare Representative,Single,48760,2.0,21,1,14.0,3,11,5,8,3,4,3.0,1.0,3.0
36,0,Travel_Frequently,Human Resources,7,3,Medical,1330,Male,1,Research Scientist,Married,26900,0.0,11,0,10.0,1,9,2,8,3,3,2.0,4.0,3.0
36,0,Travel_Rarely,Research & Development,1,3,Medical,1331,Female,2,Manufacturing Director,Divorced,175670,5.0,13,0,7.0,6,1,0,0,3,3,1.0,4.0,3.0
43,0,Travel_Frequently,Research & Development,3,4,Life Sciences,1332,Male,1,Sales Executive,Married,24080,1.0,12,1,25.0,3,25,4,12,3,3,3.0,4.0,4.0
30,0,Travel_Frequently,Research & Development,10,3,Life Sciences,1333,Female,3,Healthcare Representative,Divorced,28140,1.0,24,0,10.0,2,10,0,9,3,4,1.0,3.0,2.0
33,0,Non-Travel,Sales,7,3,Life Sciences,1334,Male,2,Sales Executive,Married,112450,0.0,21,0,8.0,3,7,0,7,3,4,3.0,2.0,4.0
56,1,Travel_Rarely,Research & Development,15,3,Life Sciences,1335,Male,2,Laboratory Technician,Married,33120,9.0,19,0,7.0,1,5,4,3,1,3,2.0,2.0,3.0
51,0,Travel_Rarely,Research & Development,3,2,Other,1336,Female,2,Sales Representative,Single,190490,7.0,14,1,23.0,2,20,15,15,3,3,1.0,3.0,3.0
31,1,Travel_Rarely,Research & Development,2,4,Technical Degree,1337,Female,3,Sales Executive,Married,21410,4.0,20,0,12.0,2,7,7,7,3,4,2.0,3.0,2.0
26,0,Travel_Rarely,Sales,17,3,Medical,1338,Female,2,Manager,Married,57690,1.0,19,0,5.0,4,5,4,3,2,3,3.0,2.0,2.0
58,1,Travel_Rarely,Sales,2,2,Medical,1339,Female,1,Research Scientist,Married,43850,1.0,13,1,40.0,2,40,15,6,2,3,4.0,4.0,2.0
19,1,Travel_Rarely,Research & Development,5,2,Life Sciences,1340,Male,1,Manager,Single,53320,1.0,23,1,0.0,2,0,0,0,3,4,4.0,3.0,2.0
22,0,Travel_Rarely,Sales,29,4,Technical Degree,1341,Male,1,Sales Executive,Married,46630,0.0,13,1,3.0,1,2,2,1,3,3,3.0,4.0,3.0
49,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1342,Female,1,Sales Executive,Married,47240,1.0,11,1,16.0,3,15,5,11,2,3,3.0,1.0,2.0
43,0,Travel_Frequently,Sales,2,2,Life Sciences,1343,Male,1,Sales Executive,Single,32110,4.0,13,0,18.0,2,3,1,2,4,3,2.0,3.0,3.0
50,0,Travel_Frequently,Research & Development,19,4,Life Sciences,1344,Male,2,Sales Executive,Single,53770,4.0,14,1,16.0,3,2,2,1,4,3,3.0,4.0,3.0
31,1,Travel_Rarely,Research & Development,15,1,Medical,1345,Female,2,Sales Executive,Married,40660,3.0,22,0,4.0,2,2,2,2,2,4,2.0,3.0,3.0
41,0,Travel_Rarely,Research & Development,17,2,Other,1346,Male,1,Manufacturing Director,Divorced,52080,3.0,11,3,12.0,2,9,0,7,1,3,3.0,3.0,3.0
26,0,Travel_Rarely,Research & Development,17,4,Life Sciences,1347,Male,2,Sales Executive,Married,48770,1.0,13,1,8.0,5,8,5,7,4,3,3.0,3.0,3.0
36,0,Travel_Rarely,Human Resources,25,1,Human Resources,1348,Male,2,Research Scientist,Divorced,31170,6.0,21,1,7.0,2,3,0,1,4,4,2.0,2.0,3.0
51,1,Travel_Frequently,Research & Development,6,3,Life Sciences,1349,Female,1,Manager,Single,15690,2.0,11,0,18.0,2,4,0,3,4,3,1.0,4.0,3.0
39,0,Travel_Rarely,Research & Development,7,3,Life Sciences,1350,Female,1,Research Scientist,Married,196580,4.0,13,1,17.0,3,15,5,9,4,3,4.0,3.0,4.0
25,0,Travel_Rarely,Sales,29,1,Medical,1351,Female,3,Research Scientist,Married,30690,2.0,14,1,6.0,3,2,2,2,2,3,1.0,3.0,3.0
30,0,Travel_Rarely,Research & Development,21,1,Medical,1352,Male,2,Laboratory Technician,Married,104350,0.0,11,0,12.0,5,11,4,7,3,3,3.0,4.0,1.0
32,1,Travel_Rarely,Research & Development,2,4,Life Sciences,1353,Female,2,Research Director,Single,41480,7.0,15,0,10.0,0,5,0,4,2,3,1.0,1.0,4.0
45,0,Travel_Rarely,Research & Development,2,1,Technical Degree,1354,Female,2,Healthcare Representative,Single,57680,5.0,23,1,9.0,4,6,0,3,3,4,3.0,4.0,2.0
38,0,Travel_Rarely,Research & Development,7,4,Life Sciences,1355,Female,2,Research Director,Single,50420,3.0,16,1,19.0,4,3,2,2,3,3,4.0,3.0,3.0
30,0,Travel_Rarely,Sales,13,3,Marketing,1356,Female,2,Laboratory Technician,Single,57700,1.0,16,1,5.0,2,5,0,4,4,3,1.0,3.0,2.0
32,0,Travel_Frequently,Sales,2,3,Marketing,1357,Male,3,Laboratory Technician,Divorced,77560,0.0,21,0,9.0,3,8,0,7,3,4,4.0,4.0,4.0
30,0,Travel_Rarely,Research & Development,1,3,Medical,1358,Female,3,Sales Executive,Divorced,103060,5.0,13,0,8.0,5,3,2,2,3,3,4.0,1.0,3.0
30,0,Travel_Rarely,Sales,9,3,Medical,1359,Male,2,Research Scientist,Single,39360,0.0,11,1,6.0,3,5,1,2,3,3,2.0,4.0,3.0
41,0,Travel_Frequently,Sales,10,2,Medical,1360,Female,3,Manufacturing Director,Divorced,79450,4.0,12,1,21.0,6,7,7,7,2,3,4.0,1.0,2.0
41,0,Travel_Rarely,Research & Development,10,4,Medical,1361,Male,4,Research Scientist,Married,57430,2.0,12,3,7.0,2,5,1,4,4,3,3.0,1.0,3.0
19,0,Travel_Rarely,Research & Development,1,3,Other,1362,Female,5,Manufacturing Director,Single,152020,1.0,18,3,1.0,2,1,0,0,2,3,2.0,2.0,3.0
40,0,Travel_Frequently,Research & Development,26,4,Medical,1363,Male,2,Manufacturing Director,Divorced,54400,1.0,12,1,20.0,2,20,2,13,3,3,2.0,2.0,3.0
35,0,Travel_Rarely,Sales,8,1,Marketing,1364,Female,3,Laboratory Technician,Married,37600,1.0,14,3,10.0,2,10,0,6,3,3,3.0,2.0,3.0
53,0,Travel_Rarely,Sales,14,2,Life Sciences,1365,Female,5,Manufacturing Director,Married,35170,2.0,12,1,13.0,1,7,4,5,2,3,2.0,3.0,1.0
45,0,Travel_Rarely,Sales,1,4,Technical Degree,1366,Male,1,Research Scientist,Divorced,25800,8.0,17,3,20.0,3,17,0,15,3,3,2.0,2.0,1.0
32,0,Travel_Frequently,Sales,2,2,Life Sciences,1367,Female,1,Manufacturing Director,Single,21660,1.0,19,1,9.0,4,9,3,7,1,3,2.0,4.0,3.0
29,0,Non-Travel,Research & Development,10,4,Technical Degree,1368,Male,3,Healthcare Representative,Married,58690,1.0,11,1,10.0,6,10,0,9,4,3,4.0,3.0,3.0
51,0,Travel_Rarely,Research & Development,1,3,Other,1369,Female,3,Research Director,Married,80080,2.0,15,1,10.0,4,1,0,0,3,3,2.0,3.0,3.0
58,0,Travel_Rarely,Sales,3,3,Marketing,1370,Female,1,Research Scientist,Married,52060,4.0,11,3,9.0,4,1,0,0,1,3,2.0,2.0,2.0
40,0,Travel_Rarely,Research & Development,11,2,Technical Degree,1371,Male,4,Laboratory Technician,Married,52950,7.0,18,0,15.0,4,12,2,11,3,3,3.0,4.0,2.0
34,0,Travel_Frequently,Sales,24,4,Marketing,1372,Male,2,Manufacturing Director,Married,164130,6.0,16,0,6.0,1,4,1,2,3,3,3.0,3.0,3.0
22,0,Travel_Rarely,Research & Development,3,3,Medical,1373,Male,1,Laboratory Technician,Married,132690,1.0,25,1,2.0,2,2,2,2,3,4,3.0,4.0,3.0
27,0,Non-Travel,Research & Development,3,3,Medical,1374,Male,1,Healthcare Representative,Divorced,27830,6.0,16,1,6.0,2,2,2,2,4,3,4.0,2.0,1.0
28,0,Travel_Rarely,Sales,4,4,Life Sciences,1375,Male,2,Healthcare Representative,Married,54330,1.0,13,1,5.0,4,5,0,2,2,3,3.0,4.0,1.0
57,0,Travel_Rarely,Research & Development,3,3,Life Sciences,1376,Male,2,Manufacturing Director,Divorced,20130,3.0,14,1,12.0,5,5,1,4,3,3,3.0,4.0,1.0
27,0,Non-Travel,Research & Development,2,3,Life Sciences,1377,Male,1,Manufacturing Director,Divorced,139660,1.0,19,0,1.0,1,1,0,1,3,3,3.0,3.0,2.0
50,0,Travel_Rarely,Research & Development,4,3,Life Sciences,1378,Female,2,Manufacturing Director,Single,43740,3.0,15,1,21.0,5,5,4,4,4,3,3.0,2.0,3.0
41,0,Travel_Rarely,Sales,7,4,Marketing,1379,Male,4,Laboratory Technician,Divorced,68420,4.0,12,1,13.0,3,9,1,8,3,3,1.0,3.0,3.0
30,0,Travel_Rarely,Human Resources,1,4,Human Resources,1380,Female,1,Manager,Married,174260,2.0,12,1,12.0,0,10,7,4,2,3,2.0,4.0,3.0
38,0,Travel_Rarely,Sales,1,1,Medical,1381,Male,2,Laboratory Technician,Single,176030,4.0,16,0,12.0,0,8,0,7,2,3,1.0,4.0,4.0
32,0,Travel_Rarely,Research & Development,20,3,Medical,1382,Female,1,Manufacturing Director,Single,45810,3.0,14,1,8.0,3,5,1,4,3,3,3.0,3.0,3.0
27,0,Travel_Rarely,Research & Development,5,4,Medical,1383,Male,2,Healthcare Representative,Married,47350,0.0,13,0,6.0,2,5,1,1,3,3,3.0,2.0,2.0
19,1,Travel_Frequently,Research & Development,10,2,Life Sciences,1384,Male,2,Healthcare Representative,Single,41870,0.0,22,1,1.0,4,0,0,0,3,4,3.0,1.0,4.0
36,0,Travel_Frequently,Sales,25,3,Marketing,1385,Female,2,Research Director,Single,55050,4.0,21,2,13.0,3,8,7,2,3,4,4.0,2.0,2.0
30,0,Non-Travel,Sales,1,3,Medical,1386,Female,1,Sales Executive,Divorced,54700,1.0,18,1,12.0,2,12,6,10,3,3,3.0,1.0,3.0
45,0,Travel_Rarely,Research & Development,24,2,Medical,1387,Male,2,Sales Executive,Divorced,54760,4.0,13,1,9.0,3,5,0,3,3,3,3.0,1.0,4.0
56,0,Travel_Rarely,Research & Development,4,3,Life Sciences,1388,Male,4,Manager,Divorced,25870,4.0,12,0,19.0,2,2,2,2,2,3,3.0,1.0,3.0
33,0,Travel_Rarely,Research & Development,2,2,Medical,1389,Male,1,Sales Executive,Single,24400,0.0,18,3,4.0,4,3,0,2,3,3,3.0,4.0,4.0
19,1,Travel_Rarely,Research & Development,8,2,Life Sciences,1390,Male,2,Sales Executive,Single,159720,1.0,21,0,1.0,2,1,1,0,3,4,2.0,4.0,2.0
46,0,Travel_Rarely,Research & Development,10,3,Technical Degree,1391,Female,2,Laboratory Technician,Divorced,153790,1.0,12,0,24.0,1,24,15,7,1,3,2.0,1.0,3.0
38,0,Travel_Rarely,Sales,4,4,Life Sciences,1392,Male,1,Manufacturing Director,Single,70820,1.0,14,0,2.0,3,2,2,1,4,3,3.0,4.0,3.0
31,0,Travel_Rarely,Sales,2,5,Life Sciences,1393,Male,2,Sales Representative,Married,27280,8.0,11,0,7.0,3,4,0,2,4,3,3.0,4.0,3.0
34,0,Travel_Rarely,Sales,9,3,Marketing,1394,Female,2,Manager,Single,53680,2.0,14,1,9.0,2,3,1,2,3,3,4.0,2.0,3.0
41,1,Travel_Rarely,Research & Development,18,4,Life Sciences,1395,Male,5,Laboratory Technician,Single,53470,1.0,24,1,4.0,1,4,0,2,3,4,2.0,2.0,2.0
50,0,Travel_Rarely,Sales,19,4,Marketing,1396,Male,3,Sales Executive,Married,31950,2.0,11,0,5.0,4,3,0,2,2,3,3.0,3.0,2.0
53,0,Travel_Rarely,Sales,1,2,Life Sciences,1397,Male,1,Manager,Divorced,39890,1.0,13,0,5.0,2,4,1,3,3,3,4.0,1.0,3.0
33,0,Travel_Rarely,Research & Development,4,3,Life Sciences,1398,Male,1,Human Resources,Married,33060,1.0,11,3,8.0,6,8,1,6,1,3,4.0,2.0,3.0
40,0,Travel_Rarely,Research & Development,11,3,Life Sciences,1399,Female,2,Sales Executive,Married,70050,1.0,20,2,21.0,2,20,9,9,3,4,4.0,3.0,3.0
